date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2015-02-15,Wheat flour - Retail,KG,cereals and tubers,78.9975,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2015-03-15,Wheat flour - Retail,KG,cereals and tubers,79.08,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2015-04-15,Wheat flour - Retail,KG,cereals and tubers,76.7778,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2015-05-15,Wheat flour - Retail,KG,cereals and tubers,79.5,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2015-06-15,Wheat flour - Retail,KG,cereals and tubers,79.75,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2015-07-15,Wheat flour - Retail,KG,cereals and tubers,79.9167,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2015-08-15,Wheat flour - Retail,KG,cereals and tubers,79.3333,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2015-09-15,Wheat flour - Retail,KG,cereals and tubers,77.5,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2015-10-15,Wheat flour - Retail,KG,cereals and tubers,80.25,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2015-11-15,Wheat flour - Retail,KG,cereals and tubers,82.5,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2015-12-15,Wheat flour - Retail,KG,cereals and tubers,82.65,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2016-02-15,Wheat flour - Retail,KG,cereals and tubers,85.0,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2016-03-15,Wheat flour - Retail,KG,cereals and tubers,80.0833,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2016-04-15,Wheat flour - Retail,KG,cereals and tubers,86.0,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2016-05-15,Wheat flour - Retail,KG,cereals and tubers,86.0,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2016-06-15,Wheat flour - Retail,KG,cereals and tubers,85.0,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2016-07-15,Wheat flour - Retail,KG,cereals and tubers,84.0,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2016-08-15,Wheat flour - Retail,KG,cereals and tubers,83.0,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2017-04-15,Wheat flour - Retail,KG,cereals and tubers,89.67,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2017-06-15,Wheat flour - Retail,KG,cereals and tubers,92.0,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2017-07-15,Wheat flour - Retail,KG,cereals and tubers,90.6667,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2017-08-15,Wheat flour - Retail,KG,cereals and tubers,89.3333,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2017-09-15,Wheat flour - Retail,KG,cereals and tubers,89.67,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2017-10-15,Wheat flour - Retail,KG,cereals and tubers,89.67,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2017-11-15,Wheat flour - Retail,KG,cereals and tubers,89.33,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2017-12-15,Wheat flour - Retail,KG,cereals and tubers,89.33,LKR,Sri Lanka,,2740,Vavuniya,367,58,15,5,1,367_58_15_5,
2016-02-15,Sugar - Retail,KG,miscellaneous food,99.4167,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2016-03-15,Sugar - Retail,KG,miscellaneous food,98.0,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2016-04-15,Sugar - Retail,KG,miscellaneous food,102.5,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2016-05-15,Sugar - Retail,KG,miscellaneous food,105.0,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2016-06-15,Sugar - Retail,KG,miscellaneous food,116.0833,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2016-07-15,Sugar - Retail,KG,miscellaneous food,107.9167,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2016-08-15,Sugar - Retail,KG,miscellaneous food,94.75,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2017-04-15,Sugar - Retail,KG,miscellaneous food,108.33,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2017-06-15,Sugar - Retail,KG,miscellaneous food,105.0,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2017-07-15,Sugar - Retail,KG,miscellaneous food,105.0,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2017-08-15,Sugar - Retail,KG,miscellaneous food,105.0,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2017-09-15,Sugar - Retail,KG,miscellaneous food,110.0,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2017-10-15,Sugar - Retail,KG,miscellaneous food,110.0,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2017-11-15,Sugar - Retail,KG,miscellaneous food,112.5,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2017-12-15,Sugar - Retail,KG,miscellaneous food,113.33,LKR,Sri Lanka,,2740,Vavuniya,367,97,15,5,7,367_97_15_5,
2004-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,42.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2004-12-15,Rice (red nadu) - Retail,KG,cereals and tubers,56.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2006-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,28.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2006-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,29.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2006-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,27.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2006-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,29.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2006-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,30.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2006-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,30.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2006-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,31.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2006-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,33.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2006-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,33.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2006-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,39.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,42.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,42.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,41.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,40.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,42.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,43.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,43.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,45.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,49.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,52.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2007-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,55.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2008-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2008-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,59.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2008-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2008-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,70.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2008-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,66.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2008-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,66.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2008-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,66.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,72.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,74.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,70.67,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,64.25,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,75.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,78.17,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,78.75,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,80.16,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,78.08,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,81.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,79.83,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2009-12-15,Rice (red nadu) - Retail,KG,cereals and tubers,78.83,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,80.08,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,85.83,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,72.58,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,69.44,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,70.51,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,64.83,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,63.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,61.25,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,58.75,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,62.42,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,67.25,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2010-12-15,Rice (red nadu) - Retail,KG,cereals and tubers,67.92,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,64.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,62.67,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,58.66,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2011-12-15,Rice (red nadu) - Retail,KG,cereals and tubers,62.5,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2012-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,66.42,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2012-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,65.0,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2012-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,64.33,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2012-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,64.67,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2012-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,59.73,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2012-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,59.83,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2012-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,59.97,LKR,Sri Lanka,,2740,Vavuniya,367,157,15,5,1,367_157_15_5,
2015-01-15,Rice (long grain) - Retail,KG,cereals and tubers,74.4175,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2015-02-15,Rice (long grain) - Retail,KG,cereals and tubers,73.17,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2015-03-15,Rice (long grain) - Retail,KG,cereals and tubers,68.402,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2015-04-15,Rice (long grain) - Retail,KG,cereals and tubers,65.8333,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2015-05-15,Rice (long grain) - Retail,KG,cereals and tubers,67.1667,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2015-06-15,Rice (long grain) - Retail,KG,cereals and tubers,68.0,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2015-07-15,Rice (long grain) - Retail,KG,cereals and tubers,66.3333,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2015-08-15,Rice (long grain) - Retail,KG,cereals and tubers,62.4,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2015-09-15,Rice (long grain) - Retail,KG,cereals and tubers,64.6667,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2015-10-15,Rice (long grain) - Retail,KG,cereals and tubers,64.3333,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-02-15,Rice (long grain) - Retail,KG,cereals and tubers,71.6667,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-03-15,Rice (long grain) - Retail,KG,cereals and tubers,60.4167,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-04-15,Rice (long grain) - Retail,KG,cereals and tubers,63.75,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-05-15,Rice (long grain) - Retail,KG,cereals and tubers,72.5833,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-06-15,Rice (long grain) - Retail,KG,cereals and tubers,73.6667,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-07-15,Rice (long grain) - Retail,KG,cereals and tubers,71.6667,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-08-15,Rice (long grain) - Retail,KG,cereals and tubers,71.5833,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-09-15,Rice (long grain) - Retail,KG,cereals and tubers,64.25,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-10-15,Rice (long grain) - Retail,KG,cereals and tubers,74.64,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-11-15,Rice (long grain) - Retail,KG,cereals and tubers,78.0,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2016-12-15,Rice (long grain) - Retail,KG,cereals and tubers,82.95,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2017-01-15,Rice (long grain) - Retail,KG,cereals and tubers,84.75,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2017-07-15,Rice (long grain) - Retail,KG,cereals and tubers,81.25,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2017-08-15,Rice (long grain) - Retail,KG,cereals and tubers,79.75,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2017-09-15,Rice (long grain) - Retail,KG,cereals and tubers,94.4167,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2017-10-15,Rice (long grain) - Retail,KG,cereals and tubers,93.8,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2017-11-15,Rice (long grain) - Retail,KG,cereals and tubers,97.0,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2017-12-15,Rice (long grain) - Retail,KG,cereals and tubers,93.8,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2018-03-15,Rice (long grain) - Retail,KG,cereals and tubers,82.46,LKR,Sri Lanka,,2740,Vavuniya,367,162,15,5,1,367_162_15_5,
2017-04-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2740,Vavuniya,367,284,15,15,8,367_284_15_15,
2017-05-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2740,Vavuniya,367,284,15,15,8,367_284_15_15,
2017-06-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2740,Vavuniya,367,284,15,15,8,367_284_15_15,
2017-07-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2740,Vavuniya,367,284,15,15,8,367_284_15_15,
2017-08-15,Fuel (diesel) - Retail,L,non-food,117.0,LKR,Sri Lanka,,2740,Vavuniya,367,284,15,15,8,367_284_15_15,
2017-09-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2740,Vavuniya,367,284,15,15,8,367_284_15_15,
2017-10-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2740,Vavuniya,367,284,15,15,8,367_284_15_15,
2017-11-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2740,Vavuniya,367,284,15,15,8,367_284_15_15,
2017-12-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2740,Vavuniya,367,284,15,15,8,367_284_15_15,
2017-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,2740,Vavuniya,367,285,15,15,8,367_285_15_15,
2017-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,2740,Vavuniya,367,285,15,15,8,367_285_15_15,
2017-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,2740,Vavuniya,367,285,15,15,8,367_285_15_15,
2017-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,2740,Vavuniya,367,285,15,15,8,367_285_15_15,
2017-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2740,Vavuniya,367,285,15,15,8,367_285_15_15,
2017-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,2740,Vavuniya,367,285,15,15,8,367_285_15_15,
2017-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,2740,Vavuniya,367,285,15,15,8,367_285_15_15,
2017-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,2740,Vavuniya,367,285,15,15,8,367_285_15_15,
2017-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,2740,Vavuniya,367,285,15,15,8,367_285_15_15,
2016-02-15,Wheat flour - Retail,KG,cereals and tubers,88.8333,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2016-03-15,Wheat flour - Retail,KG,cereals and tubers,87.3333,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2016-04-15,Wheat flour - Retail,KG,cereals and tubers,87.33,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2016-05-15,Wheat flour - Retail,KG,cereals and tubers,90.0,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2016-06-15,Wheat flour - Retail,KG,cereals and tubers,91.67,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2016-07-15,Wheat flour - Retail,KG,cereals and tubers,90.17,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2016-08-15,Wheat flour - Retail,KG,cereals and tubers,87.0,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2017-04-15,Wheat flour - Retail,KG,cereals and tubers,90.17,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2017-06-15,Wheat flour - Retail,KG,cereals and tubers,89.3333,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2017-07-15,Wheat flour - Retail,KG,cereals and tubers,89.3333,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2017-08-15,Wheat flour - Retail,KG,cereals and tubers,89.3333,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2017-09-15,Wheat flour - Retail,KG,cereals and tubers,89.33,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2017-10-15,Wheat flour - Retail,KG,cereals and tubers,90.17,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2017-11-15,Wheat flour - Retail,KG,cereals and tubers,90.17,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2017-12-15,Wheat flour - Retail,KG,cereals and tubers,90.17,LKR,Sri Lanka,,2741,Kegalle,1913,58,15,5,1,1913_58_15_5,
2016-02-15,Sugar - Retail,KG,miscellaneous food,100.0,LKR,Sri Lanka,,2741,Kegalle,1913,97,15,5,7,1913_97_15_5,
2016-03-15,Sugar - Retail,KG,miscellaneous food,100.8333,LKR,Sri Lanka,,2741,Kegalle,1913,97,15,5,7,1913_97_15_5,
2016-04-15,Sugar - Retail,KG,miscellaneous food,104.9167,LKR,Sri Lanka,,2741,Kegalle,1913,97,15,5,7,1913_97_15_5,
2016-05-15,Sugar - Retail,KG,miscellaneous food,106.6667,LKR,Sri Lanka,,2741,Kegalle,1913,97,15,5,7,1913_97_15_5,
2016-06-15,Sugar - Retail,KG,miscellaneous food,117.0833,LKR,Sri Lanka,,2741,Kegalle,1913,97,15,5,7,1913_97_15_5,
2016-07-15,Sugar - Retail,KG,miscellaneous food,108.25,LKR,Sri Lanka,,2741,Kegalle,1913,97,15,5,7,1913_97_15_5,
