data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6233457,144,SRI2756,2756,2018-10-27,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),UNP: United National Party,6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Gulf News (UAE); MENAFN,International,"On 27 Oct, in Colombo city, UNP supporters of recently removed Prime Minister Ranil Wickremesinghe staged a protest in front of his official residence, Temple Trees, to denounce the alleged unconstitutional decision of the president to sack him. Sit-in protest still ongoing as of 3 Nov. Crowd grows each day.",0,1572403613,LKA
7048222,144,SRI2751,2751,2018-10-26,2018,1,Strategic developments,Other,Government of Sri Lanka (2015-2019),,1,,,0,10,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,AFP,International,"On 26 Oct, in Colombo, Sri Lanka's President Maithripala Sirisena sacked Prime Minister Ranil Wickremesinghe and appointed former president Mahinda Rajapakse to the position, despite questions of constitutionality over the decision. Rajapakse's regime was allegedly responsible for abuses during the civil war which ended in 2009. Both, Wickremesinghe and Rajapakse, claim to be hold the office of the Prime Minister.",0,1586300987,LKA
5611094,144,SRI2750,2750,2018-10-26,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Uva,Badulla,Badulla,Badulla,6.9895,81.0557,1,Daily News (Sri Lanka),National,"On 26 Oct, in Badulla city, estate workers from the Wewessa Tea Estate staged a protest opposite the Uva Provincial Council demanding a salary increase of Rs. 1,000.",0,1563366792,LKA
5611098,144,SRI2754,2754,2018-10-26,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Central,Nuwara Eliya,Ambagamuwa,Hatton,6.8916,80.5955,2,Daily News (Sri Lanka),National,"On 26 Oct, near Hatton (Ambagamuwa, Nuwara Eliya), estate workers staged a protest campaign at Patana junction on the Hatton-Nuwara Eliya road to protest and demand a salary increase of Rs. 1,000.",0,1563366792,LKA
5611099,144,SRI2755,2755,2018-10-26,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Central,Nuwara Eliya,Nuwara Eliya,Kotagala,6.9284,80.6061,1,Ada Derana,National,"On 26 Oct, in Kotagala town (Nuwara Eliya), students of Kotagala Teacher Training College staged a protest in front of their school demanding a salary increase of Rs. 1,000 for estate workers.",0,1563366792,LKA
6233456,144,SRI2752,2752,2018-10-26,2018,1,Riots,Mob violence,Rioters (Sri Lanka),SLPP: Sri Lanka People's Front,5,Civilians (Sri Lanka),Journalists (Sri Lanka),7,57,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,New York Times; Daily Financial Times (Sri Lanka); AFP; Tamil Guardian,National-International,"On 26 Oct, in Colombo city, SLPP members and supporters of the new Prime Minister, stormed ITN and Sri Lanka Rupavahini TV networks and forced them off the air after the new PM has been sworn in. Some shouted at journalists. STF were deployed to control the situation. SLPP took over editorial control of major publications such as Daily News, Dinamina and Silumina Editorials after forcing original editors to leave the Lake House.",0,1572403613,LKA
7048225,144,SRI2746,2746,2018-10-25,2018,1,Protests,Protest with intervention,Protesters (Sri Lanka),Students (Sri Lanka),6,Police Forces of Sri Lanka (2015-2019),,1,16,South Asia,Sri Lanka,Eastern,Ampara,Addalachchenai,Oluvil,7.2945,81.8611,1,Ada Derana,National,"On 25 Oct, in Oluvil (Addalachchenai, Ampara), police arrested 15 remaining students of the South Eastern University of Sri Lanka for contempt of court following a court order for them to vacate the building they had been occupying in protest against the suspension of studentship and classes of 25 students.",0,1586300987,LKA
5611331,144,SRI2988,2988,2018-10-25,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,North Western,Kurunegala,Kurunegala,Kurunegala,7.4863,80.3623,1,Sunday Times (Sri Lanka),National,"On 25 Oct, in Kurunegala city, employees of the Inland Revenue Department (IRD) staged a protest opposite the department headquarters to denounce the appointment of the new Commissioner General by the Ministry of Finance.",0,1563366793,LKA
5611091,144,SRI2747,2747,2018-10-25,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Journalists (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Ada Derana; Daily News (Sri Lanka),National,"On 25 Oct, in Colombo city, Sri Lankan web journalists' association and a group of civil activists staged a protest in front of the Embassy of Saudi Arabia denouncing the murder of Saudi Arabian journalist Jamal Khashoggi.",0,1563366792,LKA
5611092,144,SRI2748,2748,2018-10-25,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Central,Nuwara Eliya,Nuwara Eliya,Kotagala,6.9284,80.6061,1,Hiru News,National,"On 25 Oct, in Kotagala town (Nuwara Eliya), estate workers staged a protest demanding a salary increase of Rs. 1,000.",0,1563366792,LKA
5611093,144,SRI2749,2749,2018-10-25,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Central,Nuwara Eliya,Ambagamuwa,Norwood,6.8377,80.6079,1,Hiru News,National,"On 25 Oct, in Norwood (Ambagamuwa, Nuwara Eliya), estate workers staged a protest demanding a salary increase of Rs. 1,000.",0,1563366792,LKA
7048229,144,SRI2743,2743,2018-10-24,2018,1,Protests,Protest with intervention,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,Police Forces of Sri Lanka (2015-2019),,1,16,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Thai News Service; Daily Mirror (Sri Lanka); Sunday Times (Sri Lanka),National-International,"On 24 Oct, in Colombo City, estate workers and their supporters from Nuwara Eliya, Badulla and several other estates staged a protest at the Galle Face Green demanding a salary increase. Police used road blocks to block them from entering the Presidential secretariat. Police also dispersed the protesters.",0,1586300987,LKA
7048230,144,SRI2744,2744,2018-10-24,2018,2,Strategic developments,Arrests,Police Forces of Sri Lanka (2015-2019),,1,Military Forces of Sri Lanka (2015-2019),Police Forces of Sri Lanka (2015-2019),1,11,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,2,AFP; Tamil Guardian; South Asia Terrorism Portal,Other-International,"On 24 Oct, near Colombo city, a senior naval officer (Lieutenant Commander K. A. Dayananda) was arrested for charges of double murder committed during the final stages of civil war in 2009. The following day on 25 Oct, a Deputy Inspector General (DIG) of Terrorism Investigation Division (TID) was arrested over charges plotting an assassination against the President and former defense secretary.",0,1586300987,LKA
5611089,144,SRI2745,2745,2018-10-24,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Eastern,Ampara,Addalachchenai,Oluvil,7.2945,81.8611,1,Ada Derana,National,"On 24 Oct, in Oluvil (Addalachchenai, Ampara), the South Eastern University of Sri Lanka was closed indefinitely after students took over a whole administration building to demand solutions regarding the suspension of studentship and classes of 25 students.",0,1563366792,LKA
6863415,144,SRI2739,2739,2018-10-23,2018,2,Protests,Peaceful protest,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Eastern,Batticaloa,Manmunai North,Batticaloa,7.7102,81.6924,1,Tamil Guardian,International,"Assumed on 23 Oct, in Batticaloa (Manmunai North, Batticaloa), Tamils took to the streets to support estate workers who are protesting and demanding for an increase in their salaries.",0,1581453816,LKA
5611084,144,SRI2740,2740,2018-10-23,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),JVP: Janatha Vimukthi Peramuna,6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Colombo Gazette; Ada Derana,National,"On 23 Oct, in Colombo city, Janatha Vimukthi Peramuna (JVP) launched a protest near the Fort Railway Station and surrounding areas to denounce recent government policies which affects the cost of living and to call for early elections.",0,1563366792,LKA
5957104,144,SRI2742,2742,2018-10-23,2018,2,Protests,Peaceful protest,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Eastern,Trincomalee,Trincomalee Town and Gravets,Trincomalee,8.5711,81.2335,1,Tamil Guardian,International,"Assumed on 23 Oct, in Trincomalee (Trincomalee Town and Gravets, Trincomalee), Tamils took to the streets to support estate workers who are protesting and demanding for an increase in their salaries.",0,1567539406,LKA
5957115,144,SRI2741,2741,2018-10-23,2018,2,Protests,Peaceful protest,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Tamil Guardian,International,"Assumed on 23 Oct, in Jaffna, Tamils took to the streets to support estate workers who are protesting and demanding for an increase in their salaries.",0,1567539406,LKA
7048234,144,SRI2738,2738,2018-10-22,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Sri Lanka),,3,Civilians (Sri Lanka),Government of Sri Lanka (2015-2019),7,37,South Asia,Sri Lanka,Southern,Matara,Pasgoda,Urubokka,6.3041,80.6312,1,Hiru News,National,"On 22 Oct, in Urubokka (Pasgoda, Matara), unidentified armed assailants shot dead a Pasgoda Divisional Secretariat employee. Motive is unknown.",1,1586300987,LKA
5611078,144,SRI2734,2734,2018-10-22,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,Civilians (Sri Lanka),,7,67,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Colombo Gazette; Ada Derana,National,"On 22 Oct, in Colombo city, employees of the Taxi Drivers' Association launched a demonstration and surrounded the Uber head office to denounce exploitation and unfair 25% commission. They demonstrated aggressively by threatening vehicle drivers who are not joining the strike (no physical violence reported).",0,1563366792,LKA
5611079,144,SRI2735,2735,2018-10-22,2018,2,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Central,Nuwara Eliya,Ambagamuwa,Dikoya,6.8853,80.5938,1,Daily Mirror (Sri Lanka),National,"Assumed on 22 Oct, in Dikoya town (Ambagamuwa, Nuwara Eliya), workers of Wanaraja Estate staged a protest demanding a salary increase of Rs. 1,000.",0,1563366792,LKA
5611080,144,SRI2736,2736,2018-10-22,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Prisoners (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Southern,Hambantota,Angunakolapelessa,Eraminiyaya,6.1446,80.8999,1,Ada Derana,National,"On 22 Oct, in Eraminiyaya (Angunakolapelessa, Hambantota), Agunukolapelessa prisoners went on top of their prison tower to protest the recent use of Special Task Force for internal searches. More inmates joined throughout the protest. Inmates agreed to come down after discussion with authorities. Day 2",0,1563366792,LKA
5611081,144,SRI2737,2737,2018-10-22,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Central,Nuwara Eliya,Ambagamuwa,Hatton,6.8916,80.5955,1,Daily Mirror (Sri Lanka),National,"On 22 Oct, in Hatton (Ambagamuwa, Nuwara Eliya), Kew Group estate workers carried black flags and staged a protest along the Hatton-Bogawantalawa Main Road demanding a salary increase of 1,000 rupees per day.",0,1563366792,LKA
5611077,144,SRI2733,2733,2018-10-21,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Prisoners (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Southern,Hambantota,Angunakolapelessa,Eraminiyaya,6.1446,80.8999,1,Ada Derana; Daily Mirror (Sri Lanka),National,"On 21 Oct, in Eraminiyaya (Angunakolapelessa, Hambantota), Agunukolapelessa prisoners went on top of their prison tower to protest the recent use of Special Task Force for internal searches. More inmates joined throughout the protest. Day 1",0,1563366792,LKA
6233471,144,SRI3026,3026,2018-10-21,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Prisoners (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Southern,Hambantota,Angunakolapelessa,Angunakolapelessa,6.1640,80.8913,1,MENAFN; Daily Mirror (Sri Lanka),National-International,"On 21 Oct, in Angunakolapelessa (Angunakolapelessa, Hambantota), inmates staged a protest to denounce the deployment of Police Special Task Force personnel in the premises. No other information was provided.",0,1572403613,LKA
7048242,144,SRI2730,2730,2018-10-19,2018,1,Protests,Protest with intervention,Protesters (Sri Lanka),Students (Sri Lanka),6,Police Forces of Sri Lanka (2015-2019),,1,16,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Ada Derana,National,"On 19 Oct, in Colombo, police fired tear gas and used water canons to disperse students attempting to erect a hut at the University Grants Commission (UGC) in Ward Place. Students were protesting against the suspension of studentship and classes of 25 students at SEUSL.",0,1586300987,LKA
5611073,144,SRI2729,2729,2018-10-19,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Central,Nuwara Eliya,Ambagamuwa,Norwood,6.8377,80.6079,2,Hiru News,National,"On 19 Oct, in Norwood area (Ambagamuwa, Nuwara Eliya), estate workers unions hoisted black flags and staged a protest against a consolidated salary of 940 instead of 1000 rupees per day.",0,1563366792,LKA
5611075,144,SRI2731,2731,2018-10-19,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Daily Mirror (Sri Lanka),National,"On 19 Oct, in Colombo, the Department of Technical Education and Training employees staged a protest outside the Department to denounce alleged attempts to privatize technical education.",0,1563366792,LKA
5611076,144,SRI2732,2732,2018-10-19,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Eastern,Ampara,Addalachchenai,Oluvil,7.2945,81.8611,1,Ada Derana,National,"On 19 Oct, in Oluvil (Addalachchenai, Ampara), students of the South Eastern University of Sri Lanka took over a whole administration building and staged an occupy protest demanding solutions regarding the suspension of studentship and classes of 25 students.",0,1563366792,LKA
5611071,144,SRI2727,2727,2018-10-18,2018,1,Violence against civilians,Attack,Pohottuwa Party,,3,Civilians (Sri Lanka),UPFA: United People's Freedom Alliance,7,37,South Asia,Sri Lanka,Southern,Galle,Imaduwa,Imaduwa,6.0355,80.3857,2,Ada Derana,National,"On 18 Oct, in Imaduwa DS (Galle), members of the 'Pohottuwa' party assaulted a UPFA member after the latter went to the Pradeshiya Sabha meeting with an effigy of their chairman to protest against the Chairman's activities. The victim was hositalised following the attack.",0,1563366792,LKA
5611072,144,SRI2728,2728,2018-10-18,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Uva,Badulla,Badulla,Badulla,6.9895,81.0557,1,Ada Derana,National,"On 18 Oct, in Badulla town (Badulla, Badulla), employees of the Badulla Municipal Council launched a protest against the businessman who yelled and assaulted two of their colleagues.",0,1563366792,LKA
7048250,144,SRI2725,2725,2018-10-17,2018,1,Strategic developments,Disrupted weapons use,Police Forces of Sri Lanka (2015-2019) Special Task Force,,1,Unidentified Armed Group (Sri Lanka),,3,13,South Asia,Sri Lanka,Northern,Mullaitivu,Puthukudiyiruppu,Puthukudiyiruppu,9.3106,80.6946,2,Ada Derana,National,"On 17 Oct, in Puthukudiyiruppu area (Mullaitivu), the Bomb Disposal Unit of the Police Special Task Force (STF) defused and recovered 9 rounds of mortar ammunition from inside a public well.",0,1586300987,LKA
5611068,144,SRI2724,2724,2018-10-17,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),CYF: Communist Youth Federation,6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Daily Mirror (Sri Lanka),National,"On 17 Oct, in Colombo, the Communist Youth Federation (CYF) staged a protest outside the Fort Railway Station to denounce privatization of school education and the health sector.",0,1563366792,LKA
5611070,144,SRI2726,2726,2018-10-17,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Sri Jayawardanapura Kotte,Sri Jayawardenepura Kotte,6.8830,79.9071,1,Daily Mirror (Sri Lanka),National,"On 17 Oct, in Sri Jayawardenepura Kotte city (Colombo), Western Provincial Agriculture Instructors Association staged a protest outside the Western Provincial Council to denounce the Western Province Agriculture Secretary's arbitrary acts.",0,1563366792,LKA
6271531,144,SRI2723,2723,2018-10-16,2018,2,Protests,Peaceful protest,Protesters (Sri Lanka),Hindu Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Vavuniya,Vavuniya,Vavuniya,8.7514,80.4971,2,India Today,Regional,"Assumed on 16 Oct, in Vavuniya District, protesters, including pilgrims and women, took to the streets to denounce the Supreme Court ruling which allows women of all age groups to visit Sabarimala temple in Kerala, India.",0,1572403723,LKA
6257711,144,SRI2952,2952,2018-10-15,2018,3,Violence against civilians,Attack,Unidentified Armed Group (Sri Lanka),,3,Civilians (Sri Lanka),Christian Group (Sri Lanka),7,37,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,2,Daily Express (UK),International,"Assumed on 15 Oct (within the month of Oct, coded as TP3), in Colombo city area, a Christian pastor was abducted and tortured for two days after being stopped on his way home from church. He was being punished by an unidentified group for preaching his faith.",0,1572403707,LKA
5611064,144,SRI2720,2720,2018-10-15,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Central,Kandy,K.F.G. & G. Korale,Kandy,7.2955,80.6356,1,News1st (Sri Lanka),National,"On 15 Oct, in Kandy city (KFG&G Korale, Kandy), residents in Ampitiya obstructed the Kandy-Thalathu Oya road and staged a protest demanding the renovation of the road.",0,1563366792,LKA
5611065,144,SRI2721,2721,2018-10-15,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Daily Mirror (Sri Lanka),National,"On 15 Oct, in Colombo, the National Transport Commission employees staged a protest outside the Commission to denounce the move to re-appoint their chairman whose tenure expired on 7 Oct.",0,1563366792,LKA
5611066,144,SRI2722,2722,2018-10-15,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Central,Matale,Galewela,Galewela,7.7588,80.5683,2,Hiru News,National,"On 15 Oct, in Galewela town area (Matale), students and parents of the Kimbissa Primary School in Sigiriya staged a protest against the transfer of their school principal.",0,1563366792,LKA
7048252,144,SRI2719,2719,2018-10-15,2018,2,Strategic developments,Looting/property destruction,Military Forces of Sri Lanka (2015-2019),,1,Civilians (Sri Lanka),,7,17,South Asia,Sri Lanka,Northern,Mannar,Musali,Mullikulam,8.7253,79.9609,1,Tamil Guardian,International,"Property destruction: Assumed on 15 Oct, in Mullikulam (Musali, Mannar), the navy knocked down temporary huts of residents living on military-occupied land due for release to the residents.",0,1586300987,LKA
5611061,144,SRI2717,2717,2018-10-14,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Eastern,Ampara,Addalachchenai,Oluvil,7.2945,81.8611,1,Ada Derana; Island (Sri Lanka),National,"On 14 Oct, in Oluvil (Addalachchenai, Ampara), parents of suspended students of the South Eastern University of Sri Lanka staged a satyagraha (non-violent resistance) protest and started a hunger strike inside the top floor of the university building for a day and a half, demanding solutions.",0,1563366792,LKA
5957209,144,SRI2761,2761,2018-10-14,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Navanthurai,9.6769,80.0004,1,Tamil Guardian,International,"On 14 Oct, in Navanthurai (Jaffna, Jaffna), locals staged a demonstration to demand the release of Tamil prisoners who are imprisoned under the Prevention of Terrorism Act (PTA).",0,1567539406,LKA
6233454,144,SRI2716,2716,2018-10-14,2018,1,Violence against civilians,Attack,Ja Ela Communal Militia (Sri Lanka),,4,Civilians (Sri Lanka),Women (Sri Lanka),7,47,South Asia,Sri Lanka,Western,Gampaha,Ja-Ela,Ja Ela,7.0744,79.8919,1,Hiru News; MENAFN,National-International,"On 14 Oct, in Ja Ela (Ja Ela, Gampaha), a woman was hacked to death by villagers over a land dispute.",1,1572403613,LKA
5957169,144,SRI2712,2712,2018-10-13,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka); Tamil Ethnic Group (Sri Lanka),6,Protesters (Sri Lanka),Sinhalese Ethnic Group (Sri Lanka),6,66,South Asia,Sri Lanka,North Central,Anuradhapura,N. Palatha East,Anuradhapura,8.3123,80.4131,2,Tamil Guardian,International,"On 13 Oct, in Anuradhapura (N. Palatha East, Anuradhapura), Tamils and students of the University of Jaffna walked 194km from Jaffna to Anuradhapura prison to demand the release of Tamil/LTTE prisoners who are on hunger strike in their prisons. They also exchanged words with Sinhalese counter-protesters. Day 5",0,1567539406,LKA
7048257,144,SRI2715,2715,2018-10-13,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Police Forces of Sri Lanka (2015-2019),6,,,0,60,South Asia,Sri Lanka,Northern,Kilinochchi,Karachchi,Kilinochchi,9.3961,80.3982,1,Ada Derana,National,"On 13 Oct, in Kilinochchi (Karachchi, Kilinochchi), district women's organizations, civil society organizations, security forces, and children launched a protest walk to demand prevention of child violence and child abuse.",0,1586300987,LKA
5957134,144,SRI2711,2711,2018-10-12,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka); Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,North Central,Anuradhapura,N. Palatha East,Anuradhapura,8.3123,80.4131,2,Tamil Guardian,International,"On 12 Oct, near Anuradhapura (N. Palatha East, Anuradhapura), Tamils and students of the University of Jaffna walked 194km from Jaffna to Anuradhapura prison to demand the release of Tamil/LTTE prisoners who are on hunger strike in their prisons. Day 4",0,1567539406,LKA
5611062,144,SRI2718,2718,2018-10-12,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Eastern,Ampara,Addalachchenai,Oluvil,7.2945,81.8611,1,Ada Derana,National,"On 12 Oct, in Oluvil (Addalachchenai, Ampara), suspended students of the South Eastern University of Sri Lanka launched an ongoing protest inside the ground floor of the university building, demanding solutions. Protests were still reported as of 19 Oct.",0,1563366792,LKA
5957191,144,SRI2710,2710,2018-10-11,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka); Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Mullaitivu,Oddusudan,Mankulam,9.1363,80.4478,2,Tamil Guardian,International,"On 11 Oct, in Mankulam (Oddusudan, Mullaitivu), Tamils and students of the University of Jaffna walked 194km from Jaffna to Anuradhapura prison to demand the release of Tamil/LTTE prisoners who are on hunger strike in their prisons. Day 3",0,1567539406,LKA
5957186,144,SRI2708,2708,2018-10-10,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka); Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Kilinochchi,Karachchi,Kilinochchi,9.3961,80.3982,2,Tamil Guardian,International,"On 10 Oct, in Kilinochchi (Karachchi, Kilinochchi), Tamils and students of the University of Jaffna walked 194km from Jaffna to Anuradhapura prison to demand the release of Tamil/LTTE prisoners who are on hunger strike in their prisons. Day 2",0,1567539406,LKA
4598954,144,SRI2709,2709,2018-10-10,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Ada Derana,National,"On 10 Oct, in Colombo, protesters took to the streets in Lotus Road. The source did not mention reason for the protest.",0,1552576443,LKA
5957124,144,SRI2706,2706,2018-10-09,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka); Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,2,Tamil Guardian,International,"On 9 Oct, in Jaffna, Tamils and students of the University of Jaffna walked 194km from Jaffna to Anuradhapura prison to demand the release of Tamil/LTTE prisoners who are on hunger strike in their prisons. Day 1",0,1567539406,LKA
5534274,144,SRI2705,2705,2018-10-09,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Gampaha,Ja-Ela,Ja Ela,7.0744,79.8919,1,Daily Mirror (Sri Lanka),National,"On 9 Oct, in Ja Ela (Ja Ela, Gampaha), residents displayed placards and protested against their difficulties and inconvenience with the poor road conditions in their area.",0,1561474273,LKA
5534275,144,SRI2707,2707,2018-10-09,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Sri Jayawardanapura Kotte,Sri Jayawardenepura Kotte,6.8830,79.9071,1,Daily Mirror (Sri Lanka); Sunday Times (Sri Lanka),National,"On 9 Oct, in Sri Jayawardenepura Kotte city (Colombo), the Pensioners Union took to the streets and held a protest at the Polduwa Junction. The source did not mention the reason for the protest.",0,1561474273,LKA
5957160,144,SRI2702,2702,2018-10-08,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Tamil Guardian,International,"On 8 Oct, in Jaffna, University of Jaffna students gathered in a mass demonstration in the run-up to the Anuradhapura walk which commenced the following day and to demand the release of Tamil/LTTE prisoners who are on hunger strike in their prisons.",0,1567539406,LKA
5957178,144,SRI2698,2698,2018-10-08,2018,2,Protests,Peaceful protest,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Valikamam East,Achchuveli,9.7666,80.1000,2,Tamil Guardian,International,"Assumed on 8 Oct, in Achchuveli area (Kopay, Jaffna), protesters took to the streets to demand the release of Tamil/LTTE prisoners who are on hunger strike in their prisons.",0,1567539406,LKA
7048266,144,SRI2703,2703,2018-10-08,2018,1,Strategic developments,Arrests,Police Forces of Sri Lanka (2015-2019),,1,Civilians (Sri Lanka),UNP: United National Party; Tamil Ethnic Group (Sri Lanka),7,17,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,2,Tamil Guardian,International,"Arrests: On 8 Oct, near Colombo, a former Deputy Minister of Women's Affairs and Tamil member of UNP (Vijayakala Maheswaran) was arrested over her pro-Tamil Tigers statements in June. She was also granted bail.",0,1586300987,LKA
4599525,144,SRI2699,2699,2018-10-08,2018,1,Protests,Peaceful protest,Protesters (Sri Lanka),Fishermen (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,North Western,Kurunegala,Kuliyapitiya West,Kuliyapitiya,7.4688,80.0401,1,Ada Derana,National,"On 8 Oct, in Kuliyapitiya (Kuliyapitiya West, Kurunegala), a group of fishermen staged a protest and blocked the Kuliapitiya main road over the increase of fuel price, cost of ice and entrance of 30 private fishing vessels to poach in the area.",0,1552576443,LKA
